WKT;str_schl;baumgruppe
POINT (404630.04 5747322.607);01465;Quercus
POINT (404801.055 5754344.93);01685;Quercus
POINT (408119.096 5754287.207);00105;Tilia
POINT (408165.342 5754226.121);00105;Tilia
POINT (408232.412 5754121.426);00105;Quercus
POINT (408244.288 5754105.423);00105;Quercus
POINT (408316.245 5754006.165);00105;Tilia
POINT (408322.296 5753996.096);00105;Tilia
POINT (408298.411 5754034.007);00105;Tilia
POINT (408333.815 5753977.487);00105;Tilia
POINT (408414.338 5753843.821);00105;Quercus
POINT (408424.327 5753815.399);00105;Quercus
POINT (405898.179 5752922.207);07180;Sorbus
POINT (405155.546 5753633.515);06560;Acer
POINT (405161.96 5753627.3);06560;Acer
POINT (405169.233 5753620.886);06560;Acer
POINT (405095.595 5753941.395);02380;Quercus
POINT (405097.079 5754048.032);02380;Quercus
POINT (405132.07 5754061.362);02380;Carpinus
POINT (404981.983 5753612.684);06870;Quercus
POINT (405025.58 5753539.926);04215;Quercus
POINT (405002.901 5753535.853);04215;Quercus
POINT (405318.257 5753557.535);01630;Quercus
POINT (403201.845 5747695.225);05185;Tilia
POINT (403229.776 5747772.241);05185;Tilia
POINT (403292.486 5747935.995);05185;Tilia
POINT (403305.644 5747955.451);05185;Tilia
POINT (403353.8 5748004.165);05185;Tilia
POINT (403407.695 5748048.68);05185;Tilia
POINT (403430.652 5748067.577);05185;Tilia
POINT (403479.788 5748116.29);05185;Tilia
POINT (403666.762 5748344.126);05185;Tilia
POINT (406708.502 5751234.56);04555;Sorbus
POINT (407300.444 5751336.717);04555;Acer
POINT (406449.374 5751160.877);04555;Acer
POINT (407614.124 5753525.393);04048;Salix
POINT (406479.127 5752155.205);02290;Corylus
POINT (406593.353 5751425.18);01005;Tilia
POINT (407050.793 5751634.737);01005;Tilia
POINT (406810.98 5751378.264);03685;Carpinus
POINT (406913.827 5751099.556);04645;Acer
POINT (406089.618 5751257.391);04003;Carpinus
POINT (402983.307 5746453.5);05185;Tilia
POINT (403128.261 5747485.285);05185;Tilia
POINT (403682.075 5748362.454);05185;Tilia
POINT (403909.611 5748666.493);05185;Tilia
POINT (403959.041 5748749.489);05185;Tilia
POINT (403793.1 5749071.168);00795;Tilia
POINT (403817.167 5749053.765);00795;Tilia
POINT (403827.349 5749047.1);00795;Tilia
POINT (403898.069 5749002.759);00795;Tilia
POINT (403954.258 5748975.08);00795;Tilia
POINT (403987.582 5748955.362);00795;Pyrus
POINT (403998.226 5748949.993);00795;Pyrus
POINT (408650.428 5750860.146);05693;Quercus
POINT (408657.654 5750855.329);05693;Quercus
POINT (408675.368 5750840.41);05693;Liquidambar
POINT (408679.487 5750837.224);05693;Quercus
POINT (408612.517 5750759.935);02123;Prunus
POINT (408607.667 5750759.433);02123;Prunus
POINT (407717.575 5751406.114);07420;Tilia
POINT (408440.933 5753803.24);00105;Quercus
POINT (408527.589 5753668.766);00105;Acer
POINT (408638.949 5753503.077);00105;Quercus
POINT (408650.819 5753486.027);00105;Quercus
POINT (408687.302 5753427.928);00105;Quercus
POINT (408673.549 5753451.249);00105;Quercus
POINT (408765.674 5753291.212);00105;Quercus
POINT (408848.39 5753199.182);00105;Fraxinus
POINT (409059.449 5754098.399);00660;Carpinus
POINT (409073.171 5754092.407);00660;Carpinus
POINT (409198.393 5754040.127);00660;Tilia
POINT (405933.96 5756439.045);00675;Crataegus
POINT (402405.402 5758341.282);00735;Corylus
POINT (402154.469 5758159.238);00735;Baumgruppe
POINT (402047.799 5758129.049);00735;Platanus
POINT (402058.895 5758113.653);00735;Platanus
POINT (402076.19 5758108.854);00735;Platanus
POINT (402126.277 5758149.941);00735;Tilia
POINT (402224.551 5758226.918);00735;Quercus
POINT (402232.648 5758233.016);00735;Quercus
POINT (403327.512 5758990.423);00898;Corylus
POINT (403374.253 5759030.768);00898;Carpinus
POINT (403374.78 5759033.677);00898;Carpinus
POINT (404640.716 5747221.869);01465;Quercus
POINT (404647.974 5747152.101);01465;Tilia
POINT (404674.59 5746886.425);01465;Quercus
POINT (404682.247 5746807.702);01465;Quercus
POINT (404688.649 5746746.305);01465;Quercus
POINT (404696.935 5746667.832);01465;Tilia
POINT (404711.919 5746519.434);01465;Tilia
POINT (406223.296 5757723.823);02225;Platanus
POINT (406129.026 5758510.7);02265;Pyrus
POINT (405564.195 5756015.574);01415;Carpinus
POINT (405579.796 5755924.586);01415;Corylus
POINT (405593.612 5755875.991);01415;Corylus
POINT (405602.729 5755833.317);01415;Acer
POINT (405604.514 5755824.2);01415;Acer
POINT (405606.676 5755814.331);01415;Acer
POINT (405610.998 5755794.309);01415;Acer
POINT (405630.36 5755721.746);01415;Tilia
POINT (405635.717 5755665.537);01415;Carpinus
POINT (405654.138 5755602.372);01415;Pyrus
POINT (405777.546 5755319.261);01415;Platanus
POINT (405674.157 5755517.542);01415;Acer
POINT (405638.536 5755629.113);01415;Tilia
POINT (405626.318 5755678.273);01415;Corylus
POINT (404703.688 5746522.775);01465;Tilia
POINT (404706.666 5746493.518);01465;Tilia
POINT (404707.542 5746487.21);01465;Tilia
POINT (404521.007 5744939.186);01465;Tilia
POINT (404600.781 5745228.948);01465;Tilia
POINT (404686.175 5746683.807);01465;Quercus
POINT (404676.06 5746791.161);01465;Quercus
POINT (404671.895 5746830.673);01465;Quercus
POINT (404669.753 5746850.431);01465;Quercus
POINT (404660.828 5746939.693);01465;Quercus
POINT (404627.589 5747267.215);01465;Quercus
POINT (404619.45 5747346.801);01465;Quercus
POINT (404620.316 5747337.795);01465;Quercus
POINT (404612.608 5747416.688);01465;Quercus
POINT (404519.082 5747663.243);01465;Tilia
POINT (404459.761 5747777.081);01465;Tilia
POINT (404453.005 5747790.07);01465;Tilia
POINT (405577.257 5755898.221);01415;Acer
POINT (403877.556 5749365.864);01465;Tilia
POINT (404230.759 5761279.124);00295;Tilia
POINT (400978.631 5753789.076);00627;Platanus
POINT (404267.066 5760847.785);00220;Carpinus
POINT (412533.457 5752019.509);00525;Tilia
POINT (402061.094 5758096.657);00735;Platanus
POINT (404630.682 5747317.718);01465;Tilia
POINT (404694.174 5746692.944);01465;Quercus
POINT (405585.247 5755905.224);01415;Corylus
POINT (405636.093 5755683.584);01415;Robinia
POINT (405623.687 5755707.787);01415;Carpinus
POINT (404687.722 5746673.333);01465;Quercus
POINT (404624.645 5747297.179);01465;Quercus
POINT (404345.408 5748125.276);01465;Tilia
POINT (404621.935 5747400.058);01465;Quercus
POINT (404631.326 5747311.671);01465;Quercus
POINT (404684.758 5746785.98);01465;Quercus
POINT (406095.627 5758418.693);02265;Pyrus
POINT (405591.074 5755886.33);01415;Corylus
POINT (404693.093 5757408.615);03025;Platanus
POINT (404670.316 5757445.137);03025;Platanus
POINT (404712.239 5757356.201);03025;Platanus
POINT (405956.983 5752389.243);07180;Tilia
POINT (405958.089 5752379.092);07180;Tilia
POINT (405978.592 5752380.399);07180;Tilia
POINT (405974.572 5752414.468);07180;Tilia
POINT (405972.663 5752433.765);07180;Tilia
POINT (405968.33 5752453.407);07180;Tilia
POINT (405952.338 5752586.395);07180;Baumgruppe
POINT (410256.649 5753564.588);00660;Quercus
POINT (410252.602 5753569.705);00660;Alnus
POINT (409904.366 5753837.495);00660;Acer
POINT (409897.543 5753846.19);00660;Acer
POINT (409892.831 5753842.527);00660;Acer
POINT (409874.076 5753855.176);00660;Acer
POINT (409834.558 5753867.303);00660;Acer
POINT (409825.048 5753865.384);00660;Acer
POINT (409814.841 5753867.565);00660;Carpinus
POINT (409746.012 5753887.806);00660;Acer
POINT (409720.189 5753893.127);00660;Acer
POINT (409707.54 5753895.308);00660;Acer
POINT (409696.112 5753886.497);00660;Acer
POINT (403304.96 5759027.169);00898;Platanus
POINT (405851.414 5758426.05);01355;Acer
POINT (404111.314 5748893.908);01465;Tilia
POINT (404548.545 5747623.554);01465;Tilia
POINT (404851.557 5754395.83);01685;Quercus
POINT (408337.895 5753969.343);00105;Tilia
POINT (408483.513 5753715.737);00105;Quercus
POINT (408809.982 5753258.474);00105;Tilia
POINT (409680.322 5753896.093);00660;Acer
POINT (409637.489 5753898.101);00660;Carpinus
POINT (409575.376 5753909.705);00660;Carpinus
POINT (409610.968 5753907.785);00660;Acer
POINT (409464.411 5753936.052);00660;Quercus
POINT (409440.769 5753949.05);00660;Carpinus
POINT (409364.437 5753993.543);00660;Betula
POINT (409402.996 5753970.861);00660;Sorbus
POINT (409346.117 5754002.965);00660;Acer
POINT (409291.333 5754024.95);00660;Betula
POINT (409200.345 5754049.029);00660;Quercus
POINT (409193.802 5754051.21);00660;Carpinus
POINT (409163.53 5754062.116);00660;Acer
POINT (409097.58 5754090.642);00660;Betula
POINT (409047.68 5754113.063);00660;Carpinus
POINT (401254.911 5761602.245);00130;Platanus
POINT (403180.776 5761842.374);00180;Carpinus
POINT (404418.93 5760896.104);00220;Acer
POINT (404432.971 5760794.622);00220;Crataegus
POINT (404425.83 5760796.765);00220;Crataegus
POINT (404419.8 5760807.556);00220;Crataegus
POINT (404349.822 5760902.452);00220;Acer
POINT (404273.653 5760896.661);00220;Carpinus
POINT (404270.001 5760868.097);00220;Carpinus
POINT (404269.129 5760860.957);00220;Carpinus
POINT (408366.465 5753917.672);00105;Tilia
POINT (408513.239 5753691.461);00105;Acer
POINT (404266.907 5760842.707);00220;Carpinus
POINT (404249.136 5760912.689);00220;Carpinus
POINT (404174.395 5760921.695);00220;Carpinus
POINT (404284.838 5760920.366);00220;Acer
POINT (404283.64 5760930.729);00220;Acer
POINT (404291.949 5761010.632);00220;Acer
POINT (404362.517 5761022.878);00220;Carpinus
POINT (404432.741 5761005.835);00220;Acer
POINT (404436.766 5760996.499);00220;Acer
POINT (404410.731 5760974.575);00220;Gleditsia
POINT (404307.279 5761014.229);00220;Acer
POINT (404319.183 5761018.768);00220;Acer
POINT (404409.615 5760914.97);00220;Gleditsia
POINT (410874.397 5752845.631);00250;Tilia
POINT (411286.516 5752649.877);00250;Acer
POINT (408470.564 5756488.312);07340;Acer
POINT (408819.19 5756319.189);07340;Platanus
POINT (408827.46 5756314.713);07340;Platanus
POINT (408835.957 5756309.554);07340;Platanus
POINT (408877.08 5756301.207);07340;Platanus
POINT (405568.002 5758690.524);01365;Tilia
POINT (405544.493 5758720.101);01365;Tilia
POINT (405587.957 5758648.834);01365;Tilia
POINT (405704.326 5758490.629);01365;Tilia
POINT (405747.505 5758416.369);01365;Tilia
POINT (407223.086 5761610.947);01405;Carpinus
POINT (407131.445 5761618.207);01405;Quercus
POINT (407858.402 5758230.153);01445;Salix
POINT (405511.844 5756289.757);01415;Aesculus
POINT (405534.401 5756187.303);01415;Carpinus
POINT (405535.435 5756182.415);01415;Carpinus
POINT (404767.506 5759827.984);03805;Acer
POINT (404762.394 5759986.133);03805;Tilia
POINT (404757.823 5760095.795);03805;Tilia
POINT (404768.674 5760079.862);03805;Aesculus
POINT (404773.606 5759948.009);03805;Tilia
POINT (404773.721 5759936.683);03805;Tilia
POINT (404775.337 5759889.323);03805;Tilia
POINT (404777.917 5759810.41);03805;Tilia
POINT (404779.742 5759721.213);03805;Acer
POINT (404784.073 5759645.129);03805;Acer
POINT (404786.021 5759635.273);03805;Acer
POINT (404793.33 5759595.512);03805;Acer
POINT (404795.438 5759585.541);03805;Acer
POINT (404802.489 5759545.615);03805;Acer
POINT (404806.596 5759495.89);03805;Acer
POINT (404788.718 5759297.72);03805;Corylus
POINT (404787.167 5759287.374);03805;Corylus
POINT (404785.617 5759277.715);03805;Corylus
POINT (404778.885 5759233.889);03805;Corylus
POINT (404772.628 5759189.678);03805;Corylus
POINT (404767.451 5759139.875);03805;Corylus
POINT (404764.191 5758765.86);03805;Carpinus
POINT (404763.956 5758781.831);03805;Crataegus
POINT (404762.816 5758832.544);03805;Crataegus
POINT (404758.997 5758991.654);03805;Carpinus
POINT (404768.929 5758972.031);03805;Carpinus
POINT (404770.726 5758878.91);03805;Crataegus
POINT (404926.771 5758745.756);04710;Betula
POINT (404920.819 5758753.943);04710;Quercus
POINT (405335.089 5758854.451);04710;Acer
POINT (404641.781 5760382.613);02505;Carpinus
POINT (404693.588 5759255.168);02505;Tilia
POINT (404672.138 5760052.398);02505;Carpinus
POINT (404677.442 5758982.462);02505;Quercus
POINT (407698.775 5756799.593);07340;Tilia
POINT (408601.898 5756442.636);07340;Carpinus
POINT (405643.111 5758586.59);01365;Tilia
POINT (405669.971 5758539.272);01365;Tilia
POINT (403591.388 5758391.657);01400;Platanus
POINT (403590.681 5758422.24);01400;Platanus
POINT (403611.584 5758587.771);01400;Acer
POINT (403637.118 5758745.858);01400;Acer
POINT (403612.498 5758476.547);01400;Tilia
POINT (403648.15 5758464.583);01400;Tilia
POINT (403814.828 5758448.423);01400;Tilia
POINT (403835.148 5758448.758);01400;Tilia
POINT (403855.142 5758449.557);01400;Tilia
POINT (403885.401 5758451.34);01400;Tilia
POINT (408849.994 5756317.14);07340;Platanus
POINT (408636.195 5756447.42);07340;Platanus
POINT (408456.514 5756512.128);07340;Acer
POINT (408472.667 5756508.268);07340;Acer
POINT (408176.144 5756698.217);07340;Betula
POINT (408030.307 5756724.938);07340;Fraxinus
POINT (408018.283 5756729.169);07340;Acer
POINT (407528.725 5758281.168);00115;Acer
POINT (404117.563 5754025.678);04740;Quercus
POINT (403258.658 5754184.805);04740;Quercus
POINT (407686.023 5756817.521);07340;Tilia
POINT (408715.172 5756379.584);07340;Platanus
POINT (404409.908 5754446.616);06185;Acer
POINT (404431.292 5754449.485);06185;Acer
POINT (404465.727 5754450.781);06185;
POINT (404340.389 5754440.785);06185;Liquidambar
POINT (404118.717 5753869.232);01215;Quercus
POINT (404327.561 5754401.631);02960;Liquidambar
POINT (404316.736 5754312.432);02960;Liquidambar
POINT (404315.601 5754295.412);02960;Liquidambar
POINT (404328.689 5754360.921);02960;Quercus
POINT (404329.924 5754368.904);02960;Quercus
POINT (404428.734 5754363.611);04055;Magnolia
POINT (404530.189 5754368.516);03840;Robinia
POINT (404391.714 5754642.52);06465;Gleditsia
POINT (404441.143 5754573.834);01740;Crataegus
POINT (405275.608 5754682.37);06260;Carpinus
POINT (405106.402 5754703.17);06260;Alnus
POINT (405091.362 5754657.028);07110;Fraxinus
POINT (405110.26 5754560.94);07110;Fraxinus
POINT (405133.7 5754525.039);07110;Fraxinus
POINT (405113.429 5754583.537);07110;Fraxinus
POINT (405680.762 5754866.889);02200;Sorbus
POINT (405640.308 5754784.69);02200;Fraxinus
POINT (405569.491 5754707.582);02200;Fraxinus
POINT (405596.522 5754741.554);02200;Fraxinus
POINT (404690.691 5757391.637);03025;Platanus
POINT (405975.878 5752402.308);07180;Tilia
POINT (406098.052 5750944.209);03092;Metasequoia glyptostroboides
POINT (406156.156 5751097.447);04003;Prunus
POINT (403783.568 5748475.764);05185;Tilia
POINT (403340.898 5747980.979);05185;Tilia
POINT (403190.755 5746928.214);05185;Tilia
POINT (403052.919 5746504.279);05185;Tilia
POINT (405857.348 5754493.114);05590;Quercus
POINT (405277.688 5754665.166);06260;Carpinus
POINT (405683.076 5754872.536);02200;Sorbus
POINT (405620.869 5754777.378);02200;Fraxinus
POINT (405680.115 5754899.196);02200;Sorbus
POINT (403740.21 5753570.691);07125;Quercus
POINT (403707.123 5753575.02);07125;Quercus
POINT (404414.659 5753681.141);00395;Aesculus
POINT (404594.269 5753731.022);07085;Sorbus
POINT (404517.438 5753723.762);07085;Sorbus
POINT (405456.583 5751943.413);03260;Fagus
POINT (405471.645 5751932.344);03260;Quercus
POINT (405428.982 5751964.852);03260;Quercus
POINT (405380.221 5751962.64);04883;Acer
POINT (405242.577 5751675.708);04288;Acer
POINT (405327.646 5751684.038);04288;Quercus
POINT (406051.853 5751382.596);00605;Crataegus
POINT (405986.684 5751372.136);00605;Crataegus
POINT (405943.548 5751342.515);00605;Quercus
POINT (405873.844 5751318.264);00605;Quercus
POINT (405730.27 5751320.765);00605;Quercus
POINT (405751.283 5751315.859);00605;Quercus
POINT (405837.557 5751307.897);00605;Quercus
POINT (405889.707 5750306.074);06557;Sorbus
POINT (405918.77 5750174.997);06557;Acer
POINT (405777.16 5751043.479);06580;Quercus
POINT (405755.315 5751066.529);06580;Quercus
POINT (405868.339 5750952.298);06580;Quercus
POINT (405917.027 5750822.61);06580;Quercus
POINT (405651.373 5750809.088);03055;
POINT (405685.988 5751104.848);05700;Quercus
POINT (405667.2 5751085.372);05700;Quercus
POINT (405633.989 5751066.5);05700;Quercus
POINT (405602.491 5751014.415);05700;Quercus
POINT (405594.892 5750983.287);05700;Quercus
POINT (405268.766 5751838.405);07277;Acer
POINT (405280.244 5751839.238);07277;Acer
POINT (405686.2 5751252.947);03687;Fraxinus
POINT (405698.55 5751222.885);03687;Fraxinus
POINT (405691.466 5751221.641);03687;Fraxinus
POINT (405924.047 5750898.664);02798;Robinia
POINT (405952.413 5750969.62);02798;Robinia
POINT (406538.221 5750273.121);02740;Baumgruppe
POINT (405293.79 5750366.651);00847;Ulmus
POINT (405306.815 5750365.124);00847;Ulmus
POINT (405417.219 5750298.879);00847;Ulmus
POINT (405316.785 5750298.27);00847;Ulmus
POINT (405317.905 5750316.891);00847;Ulmus
POINT (405687.339 5750662.258);05511;Acer
POINT (405887.193 5751029.102);03389;Acer
POINT (405911.909 5751054.002);03389;Acer
POINT (405234.979 5751309.944);01042;Quercus
POINT (405166.478 5751294.023);01042;Quercus
POINT (405082.611 5751282.083);01042;Prunus
POINT (405001.985 5751274.587);01042;Quercus
POINT (404974.584 5751271.625);01042;Quercus
POINT (404978.844 5751344.106);01042;Quercus
POINT (406294.879 5751108.986);07180;Platanus
POINT (406690.488 5750276.428);07180;Tilia
POINT (404639.465 5755703.033);06145;Acer
POINT (404688.805 5755678.151);06145;Acer
POINT (404725.112 5755666.64);06145;Acer
POINT (404854.603 5755683.989);06145;Acer
POINT (404858.072 5755691.521);06145;Acer
POINT (404861.373 5755699.053);06145;Acer
